Office Name,Vote Totals,variable,value
Representative in Congress 02,362331,"Cassandra Martineau, Green Party",4796
Representative in Congress 02,362331,"Daniel Reale, Libertarian Party",3840
Representative in Congress 02,362331,"Joe Courtney, Democratic Party",204618
Representative in Congress 02,362331,"Joe Courtney, Working Families Party",10553
Representative in Congress 02,362331,"John M. Traceski, Write In",9
Representative in Congress 02,362331,"Justin Anderson, Republican Party",138515
Representative in Congress 03,322311,"Justin C. Paglino, Green Party",4616
Representative in Congress 03,322311,"Margaret Streicker, Independent Party",5635
Representative in Congress 03,322311,"Margaret Streicker, Republican Party",128480
Representative in Congress 03,322311,"Rosa L. DeLauro, Democratic Party",175627
Representative in Congress 03,322311,"Rosa L. DeLauro, Working Families Party",7953
Representative in Congress 05,363551,"Bruce W. Walczak, Independent Party",5268
Representative in Congress 05,363551,"David X. Sullivan, Republican Party",158616
Representative in Congress 05,363551,"Jahana Hayes, Democratic Party",190967
Representative in Congress 05,363551,"Jahana Hayes, Working Families Party",8700
Representative in Congress 01,365892,"John B. Larson, Democratic Party",225979
Representative in Congress 01,365892,"John B. Larson, Working Families Party",10285
Representative in Congress 01,365892,"Mary Fay, Republican Party",124901
Representative in Congress 01,365892,"Thomas E. McCormick, Green Party",4727
Representative in Congress 04,297422,"Brian Merlen, Independent Party",4444
Representative in Congress 04,297422,"Jim Himes, Democratic Party",180685
Representative in Congress 04,297422,"Jonathan Riddle, Republican Party",112286
Representative in Congress 04,297422,"Yusheng Peng, Write In",7
