date,name,sentenced,value,start,end
2020-10-01,Admissions,"6,307",0.5866497542413192,0.0,0.5866497542413192
2020-10-01,EOS,"6,307",-5.787220548596797,0.5866497542413192,-5.200570794355478
2020-10-01,Special Parole,"6,307",-1.2684319010623117,-5.200570794355478,-6.46900269541779
2020-10-01,Total Discretionary Releases ,"6,307",-5.232281591882036,-6.46900269541779,-11.701284287299826
2020-10-01,Net Change,"6,307",-11.701284287299826,0.0,-11.701284287299826
2020-11-01,Admissions,"6,143",0.9604427804004558,0.0,0.9604427804004558
2020-11-01,EOS,"6,143",-5.811492755982419,0.9604427804004558,-4.851049975581963
2020-11-01,Special Parole,"6,143",-0.9767214715936838,-4.851049975581963,-5.827771447175647
2020-11-01,Total Discretionary Releases ,"6,143",-4.6557056812632265,-5.827771447175647,-10.483477128438874
2020-11-01,Net Change,"6,143",-10.483477128438874,0.0,-10.483477128438874
2020-03-01,Admissions,"9,045",2.3548922056384742,0.0,2.3548922056384742
2020-03-01,EOS,"9,045",-5.737976782752902,2.3548922056384742,-3.383084577114428
2020-03-01,Special Parole,"9,045",-1.072415699281371,-3.383084577114428,-4.455500276395799
2020-03-01,Total Discretionary Releases ,"9,045",-3.3499170812603647,-4.455500276395799,-7.8054173576561645
2020-03-01,Net Change,"9,045",-7.8054173576561645,0.0,-7.8054173576561645
2020-04-01,Admissions,"8,595",1.3845258871436883,0.0,1.3845258871436883
2020-04-01,EOS,"8,595",-5.887143688190808,1.3845258871436883,-4.50261780104712
2020-04-01,Special Parole,"8,595",-1.1983711460151252,-4.50261780104712,-5.700988947062245
2020-04-01,Total Discretionary Releases ,"8,595",-6.0732984293193715,-5.700988947062245,-11.774287376381617
2020-04-01,Net Change,"8,595",-11.774287376381617,0.0,-11.774287376381617
2020-05-01,Admissions,"7,961",0.0,0.0,0.0
2020-05-01,EOS,"7,961",-5.840974751915589,0.0,-5.840974751915589
2020-05-01,Special Parole,"7,961",-1.1681949503831177,-5.840974751915589,-7.009169702298706
2020-05-01,Total Discretionary Releases ,"7,961",-6.845873633965582,-7.009169702298706,-13.855043336264288
2020-05-01,Net Change,"7,961",-13.855043336264288,0.0,-13.855043336264288
2020-06-01,Admissions,"7,347",0.027221995372260787,0.0,0.027221995372260787
2020-06-01,EOS,"7,347",-6.301891928678372,0.027221995372260787,-6.274669933306111
2020-06-01,Special Parole,"7,347",-1.4291547570436913,-6.274669933306111,-7.703824690349802
2020-06-01,Total Discretionary Releases ,"7,347",-7.458826731999456,-7.703824690349802,-15.162651422349258
2020-06-01,Net Change,"7,347",-15.162651422349258,0.0,-15.162651422349258
2020-07-01,Admissions,"6,870",0.08733624454148471,0.0,0.08733624454148471
2020-07-01,EOS,"6,870",-6.404657933042213,0.08733624454148471,-6.317321688500728
2020-07-01,Special Parole,"6,870",-1.1208151382823872,-6.317321688500728,-7.438136826783115
2020-07-01,Total Discretionary Releases ,"6,870",-6.419213973799127,-7.438136826783115,-13.857350800582243
2020-07-01,Net Change,"6,870",-13.857350800582243,0.0,-13.857350800582243
2020-08-01,Admissions,"6,660",0.10510510510510511,0.0,0.10510510510510511
2020-08-01,EOS,"6,660",-6.216216216216216,0.10510510510510511,-6.111111111111111
2020-08-01,Special Parole,"6,660",-1.2462462462462462,-6.111111111111111,-7.3573573573573565
2020-08-01,Total Discretionary Releases ,"6,660",-4.864864864864865,-7.3573573573573565,-12.222222222222221
2020-08-01,Net Change,"6,660",-12.222222222222221,0.0,-12.222222222222221
2020-09-01,Admissions,"6,532",0.22963870177587262,0.0,0.22963870177587262
2020-09-01,EOS,"6,532",-5.5113288426209435,0.22963870177587262,-5.281690140845071
2020-09-01,Special Parole,"6,532",-1.3319044703000613,-5.281690140845071,-6.613594611145132
2020-09-01,Total Discretionary Releases ,"6,532",-3.551745254133497,-6.613594611145132,-10.165339865278629
2020-09-01,Net Change,"6,532",-10.165339865278629,0.0,-10.165339865278629
