Office Name,Vote Totals,variable,value
State Senator 31,22431,"Henri Martin, Republican Party",13691
State Senator 31,22431,"Mary B. Fortier, Democratic Party",7918
State Senator 15,24406,"Joan V. Hartley, Democratic Party",19972
State Senator 15,24406,"Joan V. Hartley, Independent Party",4434
State Senator 14,50313,"James Maroney, Democratic Party",26449
State Senator 14,50313,"James Maroney, Independent Party",1347
State Senator 14,50313,"James Maroney, Working Families Party",781
State Senator 14,50313,"Michael Southworth, Republican Party",21736
State Senator 21,36183,"Kevin C. Kelly, Republican Party",36183
State Senator 10,21321,"Carlos M. Alvarado, Republican Party",3322
State Senator 10,21321,"Gary Winfield, Democratic Party",16196
State Senator 10,21321,"Gary Winfield, Working Families Party",811
State Senator 10,21321,"Jason W. Bartlett, Petitioning Candidate",992
