Office Name,Vote Totals,variable,value
State Senator 03,35254,"Saud Anwar, Working Families Party",3384
State Senator 28,9694,"Christopher ""Chris"" DeMatteo, Write In",0
State Senator 28,9694,"Michelle McCabe, Democratic Party",4771
State Senator 28,9694,"Michelle McCabe, Working Families Party",118
State Senator 28,9694,"Tony Hwang, Independent Party",288
State Senator 28,9694,"Tony Hwang, Republican Party",4517
State Senator 07,46847,"Frederick A. Moffa, Democratic Party",20098
State Senator 07,46847,"Frederick A. Moffa, Working Families Party",1091
State Senator 07,46847,"John A. Kissel, Independent Party",1526
State Senator 07,46847,"John A. Kissel, Republican Party",24132
State Senator 06,23144,"Gennaro Bizzarro, Republican Party",8459
State Senator 06,23144,"Rick Lopes, Democratic Party",13906
State Senator 06,23144,"Rick Lopes, Working Families Party",779
State Senator 36,40628,"Alex Kasser, Democratic Party",19861
State Senator 36,40628,"Ryan Fazio, Republican Party",20767
State Senator 18,47133,"Bob Statchen, Democratic Party",21827
State Senator 18,47133,"Bob Statchen, Independent Party",858
State Senator 18,47133,"Bob Statchen, Working Families Party",656
State Senator 18,47133,"Heather Somers, Republican Party",23792
State Senator 11,11252,"Alexander Taubes, Petitioning Candidate",136
State Senator 11,11252,"Jameson White, Republican Party",4374
State Senator 11,11252,"Martin M. Looney, Democratic Party",6742
State Senator 01,57901,"Barbara Ruhe, Republican Party",14191
State Senator 01,57901,"John W. Fonfara, Democratic Party",41823
State Senator 01,57901,"Mary L. Sanders, Green Party",1887
State Senator 31,15917,"Henri Martin, Independent Party",590
State Senator 31,15917,"Henri Martin, Republican Party",9480
State Senator 31,15917,"Mary B. Fortier, Democratic Party",5847
State Senator 15,24406,"Joan V. Hartley, Democratic Party",19972
State Senator 15,24406,"Joan V. Hartley, Independent Party",4434
State Senator 14,50313,"James Maroney, Democratic Party",26449
State Senator 14,50313,"James Maroney, Independent Party",1347
State Senator 14,50313,"James Maroney, Working Families Party",781
State Senator 14,50313,"Michael Southworth, Republican Party",21736
State Senator 21,36183,"Kevin C. Kelly, Republican Party",36183
State Senator 22,3842,"Devon Brown, Write In",0
State Senator 22,3842,"Marilyn Moore, Democratic Party",1673
State Senator 22,3842,"Stephen Dincher, Independent Party",107
State Senator 22,3842,"Steven S. Choi, Republican Party",2062
State Senator 23,2980,"Dennis Bradley, Democratic Party",2409
State Senator 23,2980,"Josiah Israel, Republican Party",571
State Senator 10,7206,"Carlos M. Alvarado, Republican Party",1764
State Senator 10,7206,"Gary Winfield, Democratic Party",4986
State Senator 10,7206,"Gary Winfield, Working Families Party",213
State Senator 10,7206,"Jason W. Bartlett, Petitioning Candidate",243
