Office Name,Vote Totals,variable,value
State Senator 16,54306,"Rob Sampson, Republican Party",29209
State Senator 13,47264,"Len Suzio, Independent Party",1532
State Senator 13,47264,"Len Suzio, Republican Party",20799
State Senator 13,47264,"Mary Daugherty Abrams, Democratic Party",23831
State Senator 13,47264,"Mary Daugherty Abrams, Working Families Party",1102
State Senator 33,61592,"Brendan Saunders, Republican Party",28342
State Senator 33,61592,"Norm Needleman, Democratic Party",31163
State Senator 33,61592,"Norm Needleman, Independent Party",2087
State Senator 19,48326,"Catherine A. Osten, Democratic Party",24397
State Senator 19,48326,"Catherine A. Osten, Working Families Party",1392
State Senator 19,48326,"Steve Weir, Republican Party",21649
State Senator 19,48326,"William H. Russell, Independent Party",888
State Senator 09,47679,"Matt Lesser, Democratic Party",25143
State Senator 09,47679,"Matt Lesser, Working Families Party",1415
State Senator 09,47679,"Richard Ruglio, Independent Party",1046
State Senator 09,47679,"Richard Ruglio, Republican Party",20075
State Senator 25,50986,"Bob Duff, Democratic Party",29777
State Senator 25,50986,"Bob Duff, Working Families Party",931
State Senator 25,50986,"Ellie Kousidis, Independent Party",1324
State Senator 25,50986,"Ellie Kousidis, Republican Party",18954
State Senator 27,39524,"Carlo Leone, Democratic Party",24694
State Senator 27,39524,"Eva A. Maldonado, Independent Party",1131
State Senator 27,39524,"Eva A. Maldonado, Republican Party",13699
State Senator 34,50159,"April Capone, Democratic Party",21570
State Senator 34,50159,"April Capone, Working Families Party",898
State Senator 34,50159,"David Bedell, Write In",0
State Senator 34,50159,"Paul Cicarella, Independent Party",1183
State Senator 34,50159,"Paul Cicarella, Republican Party",26508
State Senator 07,52468,"Frederick A. Moffa, Democratic Party",22888
State Senator 07,52468,"Frederick A. Moffa, Working Families Party",1254
State Senator 07,52468,"John A. Kissel, Independent Party",1703
State Senator 07,52468,"John A. Kissel, Republican Party",26623
State Senator 03,35262,"Saud Anwar, Democratic Party",31542
State Senator 03,35262,"Saud Anwar, Working Families Party",3720
State Senator 28,61625,"Christopher ""Chris"" DeMatteo, Write In",3
State Senator 28,61625,"Michelle McCabe, Democratic Party",28882
State Senator 28,61625,"Michelle McCabe, Working Families Party",893
State Senator 28,61625,"Tony Hwang, Independent Party",2022
State Senator 28,61625,"Tony Hwang, Republican Party",29825
State Senator 36,53597,"Alex Kasser, Democratic Party",27014
State Senator 36,53597,"Ryan Fazio, Republican Party",26583
State Senator 18,50319,"Bob Statchen, Democratic Party",22382
State Senator 18,50319,"Bob Statchen, Independent Party",883
State Senator 18,50319,"Bob Statchen, Working Families Party",677
State Senator 18,50319,"Heather Somers, Republican Party",26377
State Senator 11,28683,"Alexander Taubes, Petitioning Candidate",530
State Senator 11,28683,"Jameson White, Republican Party",7817
State Senator 11,28683,"Martin M. Looney, Democratic Party",20336
State Senator 01,58327,"Barbara Ruhe, Republican Party",14327
State Senator 01,58327,"John W. Fonfara, Democratic Party",42097
State Senator 01,58327,"Mary L. Sanders, Green Party",1903
State Senator 15,24840,"Joan V. Hartley, Democratic Party",20367
State Senator 15,24840,"Joan V. Hartley, Independent Party",4473
State Senator 14,51327,"James Maroney, Democratic Party",27028
State Senator 14,51327,"James Maroney, Independent Party",1388
State Senator 14,51327,"James Maroney, Working Families Party",811
State Senator 14,51327,"Michael Southworth, Republican Party",22100
State Senator 21,36786,"Kevin C. Kelly, Republican Party",36786
State Senator 10,21534,"Carlos M. Alvarado, Republican Party",3369
State Senator 10,21534,"Gary Winfield, Democratic Party",16351
State Senator 10,21534,"Gary Winfield, Working Families Party",817
State Senator 10,21534,"Jason W. Bartlett, Petitioning Candidate",997
